event_id,failed_login_attempts,raw_cvss_score,severity_score,login_hour,events_per_user_1h,login_frequency_1h,unique_destinations_24h,malware_detected,after_hours_activity,vulnerability_present,protocol_HTTP,protocol_HTTPS,protocol_SMB,protocol_SSH,protocol_TCP,event_type_Brute Force,event_type_Failed Login,event_type_File Access,event_type_Login Success,event_type_Malware Detection,event_type_Phishing Email,event_type_Port Scan,event_type_Privilege Escalation,event_type_Sql Injection Attempt,event_type_Usb Device Connected,event_status_Blocked,event_status_Detected,event_status_Failed,event_status_Success
EVT00321,-0.5346290764341026,-1.2356966223743966,-0.4298630227675131,-1.3026994110226249,-0.7542649754661083,0.10947155477532397,0.03967489853504685,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
EVT00322,-0.5346290764341026,1.1317531965030918,1.4550418273701822,-1.3026994110226249,-0.0016724278835167973,0.10947155477532397,0.1237912911888569,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00323,-0.5346290764341026,-0.15641802847436506,-1.3723154478363608,-1.3026994110226249,-0.7542649754661083,-0.985243992977916,-0.0444414941187632,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
EVT00324,-0.5346290764341026,1.1665686350159965,1.4550418273701822,-1.3026994110226249,-1.5068575230486998,-0.985243992977916,0.03967489853504685,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
EVT00325,-0.5346290764341026,0.3658135492191986,0.5125894023013345,-1.1601721231645696,-0.0016724278835167973,-0.985243992977916,0.03967489853504685,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00326,2.6814834516878663,1.6539847741966553,-0.4298630227675131,-1.1601721231645696,-0.0016724278835167973,0.10947155477532397,0.7967224324193373,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00327,-0.5346290764341026,-1.3401429379131093,0.5125894023013345,-1.1601721231645696,-0.7542649754661083,-0.985243992977916,0.03967489853504685,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00328,-0.5346290764341026,0.7835988113740496,-1.3723154478363608,-1.1601721231645696,-0.0016724278835167973,-0.985243992977916,0.1237912911888569,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00329,-0.5346290764341026,-0.15641802847436506,1.4550418273701822,-1.1601721231645696,0.7509201196990747,-0.985243992977916,0.20790768384266695,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
EVT00330,-0.5346290764341026,0.9576760039385709,0.5125894023013345,-1.1601721231645696,-0.7542649754661083,-0.985243992977916,0.8808388250731473,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00331,2.6814834516878663,1.514723020145039,1.4550418273701822,-1.1601721231645696,-0.0016724278835167973,0.10947155477532397,0.9649552177269574,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00332,-0.5346290764341026,-0.574203290629216,-1.3723154478363608,-1.1601721231645696,-0.0016724278835167973,0.10947155477532397,0.7967224324193373,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00333,-0.5346290764341026,-1.270512060887301,-0.4298630227675131,-1.1601721231645696,-0.0016724278835167973,-0.985243992977916,0.20790768384266695,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00334,-0.5346290764341026,-0.26086434401307773,0.5125894023013345,-1.1601721231645696,1.503512667281666,-0.985243992977916,0.03967489853504685,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00335,-0.5346290764341026,0.8880451269127623,-1.3723154478363608,-1.1601721231645696,-1.5068575230486998,-0.985243992977916,-0.21267427942638328,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00336,-0.5346290764341026,-1.1312503068356838,-0.4298630227675131,-1.1601721231645696,-0.7542649754661083,-0.985243992977916,-0.12855788677257324,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
EVT00337,-0.5346290764341026,0.40062898773210276,-1.3723154478363608,-1.0176448353065144,-0.0016724278835167973,0.10947155477532397,0.8808388250731473,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00338,-0.5346290764341026,-1.0616194298098756,0.5125894023013345,-1.0176448353065144,-0.7542649754661083,-0.985243992977916,0.292024076496477,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00339,-0.5346290764341026,1.44509214311923,-1.3723154478363608,-1.0176448353065144,-0.7542649754661083,-0.985243992977916,0.8808388250731473,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00340,-0.5346290764341026,0.713967934348241,1.4550418273701822,-1.0176448353065144,0.7509201196990747,-0.985243992977916,0.1237912911888569,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
EVT00341,-0.5346290764341026,-0.9223576757582586,-1.3723154478363608,-1.0176448353065144,-0.0016724278835167973,-0.985243992977916,-0.0444414941187632,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00342,-0.5346290764341026,0.574706180296624,-1.3723154478363608,-1.0176448353065144,-0.0016724278835167973,-0.985243992977916,0.292024076496477,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00343,-0.5346290764341026,-0.7482804831937373,1.4550418273701822,-1.0176448353065144,0.7509201196990747,-0.985243992977916,0.37614046915028704,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00344,-0.5346290764341026,-1.6186664460163434,-0.4298630227675131,-1.0176448353065144,-1.5068575230486998,-0.985243992977916,-0.29679067208019333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00345,-0.5346290764341026,0.679152495835337,-1.3723154478363608,-1.0176448353065144,-0.7542649754661083,-0.985243992977916,0.9649552177269574,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
EVT00346,-0.5346290764341026,1.2710149505547088,0.5125894023013345,-1.0176448353065144,0.7509201196990747,-0.985243992977916,-0.0444414941187632,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00347,-0.5346290764341026,-0.6786496061679288,0.5125894023013345,-1.0176448353065144,-0.0016724278835167973,0.10947155477532397,1.0490716103807673,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00348,0.18006259648189046,-0.01715627442274796,-0.4298630227675131,-1.0176448353065144,0.7509201196990747,0.10947155477532397,0.03967489853504685,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00349,-0.5346290764341026,-0.19123346698726917,-1.3723154478363608,-0.8751175474484592,0.7509201196990747,0.10947155477532397,0.1237912911888569,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00350,-0.5346290764341026,0.2265517951675815,-0.4298630227675131,-0.8751175474484592,-0.7542649754661083,-0.985243992977916,-0.29679067208019333,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00351,-0.35595615820510434,0.5050753032708157,-1.3723154478363608,-0.8751175474484592,-0.0016724278835167973,0.10947155477532397,-0.21267427942638328,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00352,-0.5346290764341026,-0.8179113602195457,0.5125894023013345,-0.8751175474484592,0.7509201196990747,0.10947155477532397,-0.12855788677257324,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
EVT00353,-0.5346290764341026,-1.5142201304776308,1.4550418273701822,-0.8751175474484592,-1.5068575230486998,-0.985243992977916,0.6284896471117172,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00354,-0.5346290764341026,1.0273068809643795,-0.4298630227675131,-0.8751175474484592,1.503512667281666,0.10947155477532397,-0.0444414941187632,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00355,-0.5346290764341026,0.7835988113740496,0.5125894023013345,-0.8751175474484592,-1.5068575230486998,-0.985243992977916,0.03967489853504685,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
EVT00356,-0.5346290764341026,-1.305327499400205,-0.4298630227675131,-0.8751175474484592,-0.7542649754661083,-0.985243992977916,0.1237912911888569,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
EVT00357,-0.5346290764341026,0.12210547962886883,-0.4298630227675131,-0.8751175474484592,-0.0016724278835167973,0.10947155477532397,0.9649552177269574,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00358,-0.5346290764341026,-1.444589253451822,1.4550418273701822,-0.8751175474484592,1.503512667281666,0.10947155477532397,-0.0444414941187632,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
EVT00359,-0.5346290764341026,-1.0268039912969713,1.4550418273701822,-0.8751175474484592,-0.7542649754661083,-0.985243992977916,0.5443732544579071,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00360,1.6094459423138765,-1.583851007503439,0.5125894023013345,-0.8751175474484592,-0.0016724278835167973,0.10947155477532397,0.20790768384266695,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00361,1.6094459423138765,-0.3304952210388863,0.5125894023013345,-0.7325902595904039,0.7509201196990747,1.204187102528564,0.292024076496477,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00362,-0.5346290764341026,0.15692091814177325,-1.3723154478363608,-0.7325902595904039,-1.5068575230486998,-0.985243992977916,0.03967489853504685,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
EVT00363,-0.5346290764341026,-0.05197171293565239,1.4550418273701822,-0.7325902595904039,1.503512667281666,0.10947155477532397,-0.0444414941187632,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
EVT00364,-0.5346290764341026,-0.713465044680833,-0.4298630227675131,-0.7325902595904039,-1.5068575230486998,-0.985243992977916,0.03967489853504685,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00365,0.537408432939887,-0.574203290629216,0.5125894023013345,-0.7325902595904039,0.7509201196990747,0.10947155477532397,0.03967489853504685,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00366,1.9667917787718732,-0.5393878521163118,-0.4298630227675131,-0.7325902595904039,1.503512667281666,2.298902650281804,0.292024076496477,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00367,-0.5346290764341026,-0.01715627442274796,-1.3723154478363608,-0.7325902595904039,2.2561052148642577,2.298902650281804,0.37614046915028704,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00368,0.7160813511688852,1.3406458275805178,-0.4298630227675131,-0.7325902595904039,-0.7542649754661083,0.10947155477532397,0.1237912911888569,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00369,-0.5346290764341026,-1.688297323042152,0.5125894023013345,-0.7325902595904039,1.503512667281666,2.298902650281804,0.4602568618040971,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00370,-0.5346290764341026,1.4799075816321343,-0.4298630227675131,-0.7325902595904039,2.2561052148642577,2.298902650281804,0.5443732544579071,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
EVT00371,-0.5346290764341026,-1.0268039912969713,1.4550418273701822,-0.7325902595904039,3.008697762446849,2.298902650281804,0.6284896471117172,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00372,1.4307730240848784,-0.3304952210388863,-0.4298630227675131,-0.7325902595904039,-1.5068575230486998,0.10947155477532397,0.4602568618040971,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00373,-0.5346290764341026,1.6539847741966553,-0.4298630227675131,-0.5900629717323487,-0.0016724278835167973,0.10947155477532397,0.1237912911888569,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
EVT00374,-0.5346290764341026,1.410276704606326,-1.3723154478363608,-0.5900629717323487,0.7509201196990747,0.10947155477532397,0.20790768384266695,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
EVT00375,-0.5346290764341026,0.574706180296624,-0.4298630227675131,-0.5900629717323487,-0.7542649754661083,0.10947155477532397,0.5443732544579071,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00376,-0.5346290764341026,0.2613672336804859,-0.4298630227675131,-0.5900629717323487,-1.5068575230486998,-0.985243992977916,0.7967224324193373,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00377,-0.5346290764341026,0.6095216188095284,0.5125894023013345,-0.5900629717323487,-0.7542649754661083,-0.985243992977916,0.8808388250731473,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00378,-0.5346290764341026,1.410276704606326,0.5125894023013345,-0.5900629717323487,-1.5068575230486998,-0.985243992977916,-0.12855788677257324,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00379,-0.5346290764341026,-0.9223576757582586,1.4550418273701822,-0.5900629717323487,-1.5068575230486998,-0.985243992977916,-0.29679067208019333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
EVT00380,-0.5346290764341026,0.3309981107062945,-0.4298630227675131,-0.5900629717323487,-0.0016724278835167973,-0.985243992977916,0.9649552177269574,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00381,-0.5346290764341026,-1.270512060887301,0.5125894023013345,-0.5900629717323487,0.7509201196990747,-0.985243992977916,0.7126060397655272,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
EVT00382,0.537408432939887,-0.434941536577599,-0.4298630227675131,-0.5900629717323487,-0.7542649754661083,0.10947155477532397,-0.0444414941187632,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00383,-0.5346290764341026,0.3658135492191986,-1.3723154478363608,-0.5900629717323487,-0.7542649754661083,-0.985243992977916,-0.21267427942638328,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
EVT00384,-0.5346290764341026,0.9924914424514749,1.4550418273701822,-0.5900629717323487,-0.0016724278835167973,0.10947155477532397,0.37614046915028704,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00385,-0.5346290764341026,1.305830389067613,1.4550418273701822,-0.4475356838742935,-0.0016724278835167973,-0.985243992977916,0.1237912911888569,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00386,0.7160813511688852,-1.1312503068356838,0.5125894023013345,-0.4475356838742935,-0.0016724278835167973,0.10947155477532397,0.20790768384266695,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00387,1.25210010585588,-1.2008811838614923,0.5125894023013345,-0.4475356838742935,-0.0016724278835167973,1.204187102528564,0.292024076496477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00388,1.9667917787718732,0.2613672336804859,1.4550418273701822,-0.4475356838742935,0.7509201196990747,0.10947155477532397,0.8808388250731473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00389,-0.5346290764341026,-0.01715627442274796,0.5125894023013345,-0.4475356838742935,0.7509201196990747,1.204187102528564,0.20790768384266695,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
EVT00390,-0.5346290764341026,-0.19123346698726917,-1.3723154478363608,-0.4475356838742935,1.503512667281666,1.204187102528564,0.292024076496477,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00391,-0.5346290764341026,-0.01715627442274796,-0.4298630227675131,-0.4475356838742935,-0.7542649754661083,-0.985243992977916,0.37614046915028704,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00392,0.8947542693978835,0.6443370573224325,0.5125894023013345,-0.4475356838742935,2.2561052148642577,2.298902650281804,0.292024076496477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00393,2.3241376152298696,1.6888002127095603,0.5125894023013345,-0.4475356838742935,-0.7542649754661083,1.204187102528564,0.9649552177269574,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EVT00394,-0.5346290764341026,-0.574203290629216,-0.4298630227675131,-0.4475356838742935,-0.0016724278835167973,-0.985243992977916,0.37614046915028704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00395,-0.5346290764341026,0.12210547962886883,-1.3723154478363608,-0.4475356838742935,-1.5068575230486998,-0.985243992977916,0.7126060397655272,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
EVT00396,2.6814834516878663,0.08729004111596471,0.5125894023013345,-0.4475356838742935,0.7509201196990747,0.10947155477532397,0.4602568618040971,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00397,0.7160813511688852,-1.2008811838614923,0.5125894023013345,-0.30500839601623825,-0.7542649754661083,0.10947155477532397,0.7126060397655272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00398,0.001389678252892188,-0.40012609806469485,0.5125894023013345,-0.30500839601623825,2.2561052148642577,3.393618198035044,0.37614046915028704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00399,-0.5346290764341026,0.6443370573224325,-0.4298630227675131,-0.30500839601623825,-1.5068575230486998,-0.985243992977916,-0.4650234573878134,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EVT00400,1.7881188605428748,1.0621223194772835,-1.3723154478363608,-0.30500839601623825,0.7509201196990747,1.204187102528564,0.4602568618040971,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EVT00401,-0.5346290764341026,-0.08678715144855652,-0.4298630227675131,-0.30500839601623825,-0.0016724278835167973,0.10947155477532397,0.7126060397655272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
EVT00402,3.038829288145863,1.514723020145039,-0.4298630227675131,-0.30500839601623825,0.7509201196990747,1.204187102528564,0.7967224324193373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00403,-0.5346290764341026,1.2013840735289005,-1.3723154478363608,-0.30500839601623825,-1.5068575230486998,-0.985243992977916,-0.21267427942638328,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
EVT00404,-0.5346290764341026,-0.26086434401307773,0.5125894023013345,-0.30500839601623825,-0.7542649754661083,0.10947155477532397,1.0490716103807673,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
EVT00405,-0.5346290764341026,0.2613672336804859,-1.3723154478363608,-0.30500839601623825,-0.7542649754661083,0.10947155477532397,0.292024076496477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
